Regno Lact DIM no_test Ageday milk htd milk.1 fat pro L1 L2 L3 L4 L5 L6
4109404 1 244 3 1359 32 357013886 32 0 0 0.707 0.732 0.056 -0.679 1.693 -0.342
3127078 1 79 3 774 29.4 211013903 29.4 0.74 0.81 0.707 -0.625 -0.174 0.811 1.217 -0.157
4185038 1 286 3 943 33.4 3600139210 33.4 0.59 1.06 0.707 1.077 1.043 0.711 5.726 -0.378
1391168 1 88 3 871 29.2 1077138811 29.2 1.14 0.76 0.707 -0.551 -0.311 0.837 1.014 -0.451
4188091 1 92 4 838 45.8 112139212 45.8 2.09 1.31 0.707 -0.518 -0.367 0.833 0.95 -0.558
9359188 1 246 3 963 32 27138511 32 0.96 0 0.707 0.748 0.094 -0.648 1.79 -0.42
3126018 1 179 3 1149 30.6 220913903 30.6 0 0 0.707 0.197 -0.729 -0.432 0.781 0.625
4188408 1 86 3 780 40.8 355913925 40.8 0.71 1.04 0.707 -0.567 -0.282 0.835 1.052 -0.392
3109430 1 126 3 845 31 220913885 31 0.93 0.96 0.707 -0.238 -0.701 0.512 0.779 -0.71
1501033 1 45 3 784 34.4 1336139112 34.4 1.46 0.99 0.707 -0.904 0.502 0.19 3.119 0.96
1492177 1 37 3 727 32.2 107513912 32.2 1.01 0.96 0.707 -0.97 0.697 -0.101 3.947 0.957
4097653 1 74 3 1168 20.6 350713882 20.6 0.57 0.64 0.707 -0.666 -0.09 0.774 1.371 0.029
1590423 1 29 3 875 34.3 350013938 34.3 1.11 0.98 0.707 -1.036 0.905 -0.455 4.973 0.704
1410127 1 20 3 703 21 123413897 21 0 0 0.707 -1.11 1.156 -0.936 6.397 0.002
4201955 1 13 3 730 24 3576139210 24 0 0 0.707 -1.167 1.363 -1.374 7.729 -0.948
1506939 1 133 3 841 40 11013926 40 1.12 1.08 0.707 -0.181 -0.739 0.399 0.783 -0.585
9710975 1 96 3 850 29.7 123413942 29.7 0 0 0.707 -0.485 -0.419 0.821 0.899 -0.647
3156406 1 52 3 942 41.2 2541139211 41.2 1.15 1.24 0.707 -0.847 0.343 0.395 2.535 0.824
1440521 1 154 3 919 36 113613907 36 1.31 1.1 0.707 -0.008 -0.79 0.019 0.795 -0.03
1305382 1 208 3 936 33 100913895 33 0.83 0.97 0.707 0.436 -0.491 -0.788 0.843 0.746
1551663 1 275 3 1167 27.6 149113938 27.6 1.22 1.01 0.707 0.986 0.748 0.183 4.184 -0.92
4143328 1 87 3 837 34 352213909 34 0 0 0.707 -0.559 -0.297 0.836 1.032 -0.422
4111468 1 204 3 949 0 1558813891 0 0 0 0.707 0.403 -0.534 -0.757 0.818 0.787
4202153 1 285 3 986 40 3543139312 40 1.39 1.22 0.707 1.069 1.015 0.658 5.568 -0.455
1375890 1 114 3 828 30.2 13513881 30.2 0.94 0.9 0.707 -0.337 -0.611 0.675 0.788 -0.812
1454693 1 203 3 1035 33.6 104113915 33.6 1.12 0.71 0.707 0.395 -0.544 -0.748 0.813 0.795
1468454 1 191 3 965 22 13513912 22 0.62 0.65 0.707 0.296 -0.652 -0.612 0.781 0.788
1481643 1 51 3 739 33 1009139111 33 1.32 0.99 0.707 -0.855 0.365 0.368 2.611 0.849
1395095 1 59 3 793 46 1021139111 46 1.57 1.25 0.707 -0.789 0.194 0.557 2.065 0.605
7863295 1 204 3 1027 39.3 1554613945 39.3 1.27 1.17 0.707 0.403 -0.534 -0.757 0.818 0.787
4187339 1 213 3 1088 32.8 3579139211 32.8 1.26 1.03 0.707 0.477 -0.431 -0.816 0.888 0.666
3102207 1 104 3 1574 37 1120813899 37 0 1.26 0.707 -0.419 -0.513 0.773 0.83 -0.769
1552324 1 36 3 785 30.2 224139210 30.2 1.21 0.92 0.707 -0.978 0.722 -0.141 4.064 0.941
8806146 1 193 3 892 40 2302913868 40 1.43 0 0.707 0.312 -0.636 -0.638 0.783 0.801
3142040 1 188 3 1146 48.8 242713927 48.8 1.28 1.59 0.707 0.271 -0.674 -0.571 0.779 0.761
5022992 1 151 3 1193 25 15413919 25 0 0 0.707 -0.033 -0.789 0.075 0.795 -0.118
7612326 1 190 2 910 9 1453313886 9 0.15 0 0.707 0.288 -0.66 -0.599 0.78 0.78
1524750 1 37 3 709 13.8 100913927 13.8 0.5 0.49 0.707 -0.97 0.697 -0.101 3.947 0.957
7407698 1 227 3 966 21.4 18413872 21.4 0.74 0.81 0.707 0.592 -0.237 -0.828 1.116 0.296
4213200 1 23 3 744 33 355113933 33 0.82 0.91 0.707 -1.085 1.071 -0.766 5.888 0.294
1519949 1 27 3 737 30 142613922 30 0.85 0.8 0.707 -1.052 0.96 -0.554 5.263 0.591
3147218 1 263 3 963 35 202613923 35 0 0 0.707 0.888 0.455 -0.253 2.939 -0.932
4176292 1 66 3 815 38.5 1413929 38.5 0 0 0.707 -0.732 0.056 0.679 1.693 0.342
1341740 1 82 3 865 33 102213871 33 0.9 1.11 0.707 -0.6 -0.221 0.825 1.139 -0.262
3127111 1 186 3 869 33 250913903 33 0.98 0.92 0.707 0.255 -0.688 -0.542 0.778 0.737
7413723 1 262 3 1181 32.2 1303613908 32.2 1.3 1.11 0.707 0.879 0.432 -0.283 2.853 -0.915
5024119 1 38 3 1118 45 15413927 45 0 0 0.707 -0.962 0.672 -0.061 3.833 0.969
1400622 1 90 3 794 33.6 20138712 33.6 0.38 0.92 0.707 -0.534 -0.339 0.836 0.98 -0.506
3093539 1 125 3 795 36 2026138612 36 0.72 0 0.707 -0.247 -0.694 0.527 0.779 -0.724
1602573 1 117 3 883 37.8 110013939 37.8 1.28 1.07 0.707 -0.312 -0.636 0.638 0.783 -0.801
3171017 1 258 3 940 36 250913941 36 1.01 1.08 0.707 0.847 0.343 -0.395 2.535 -0.824
3146023 1 294 3 994 27.8 205413922 27.8 0 0 0.707 1.143 1.273 1.179 7.132 0.491
5020562 1 245 3 962 35 15413884 35 0 0 0.707 0.74 0.075 -0.664 1.741 -0.381
2064675 1 21 3 733 26.2 10139312 26.2 0.92 0.83 0.707 -1.101 1.128 -0.878 6.223 0.107
9365646 1 28 3 1066 27 2702313917 27 0.59 0 0.707 -1.044 0.932 -0.504 5.116 0.651
1447754 1 111 3 790 15 123413906 15 0 0 0.707 -0.362 -0.584 0.708 0.797 -0.812
4169282 1 270 3 998 28.6 353213923 28.6 0.93 1.1 0.707 0.945 0.622 -0.015 3.615 -0.983
4204475 1 142 3 872 39.3 3500139311 39.3 0.62 1.34 0.707 -0.107 -0.773 0.242 0.79 -0.37
1343329 1 176 3 992 38.4 1041138711 38.4 1.47 1.29 0.707 0.173 -0.743 -0.382 0.783 0.563
8606089 1 97 3 1050 33 390138510 33 1.11 0 0.707 -0.477 -0.431 0.816 0.888 -0.666
1410045 1 152 3 871 41 1234138912 41 0 0 0.707 -0.025 -0.79 0.056 0.795 -0.088
4132339 1 177 3 950 30 3568139011 30 0 0 0.707 0.181 -0.739 -0.399 0.783 0.585
9365965 1 258 3 976 18.5 2702613916 18.5 0.68 0 0.707 0.847 0.343 -0.395 2.535 -0.824
4156762 1 31 4 757 28.49 11213915 28.49 1.2 0.82 0.707 -1.019 0.852 -0.36 4.696 0.796
4125957 1 125 3 818 41 3600138911 41 0.75 1.29 0.707 -0.247 -0.694 0.527 0.779 -0.724
1318979 1 73 3 883 36.2 1052138610 36.2 0 0 0.707 -0.674 -0.072 0.765 1.406 0.068
2055240 1 95 3 816 55 1013899 55 2.75 1.99 0.707 -0.493 -0.406 0.825 0.911 -0.626
4207093 1 8 3 1005 38 357113941 38 1.85 1.15 0.707 -1.208 1.518 -1.723 8.814 -1.895
1305968 1 267 3 1110 23 1060138610 23 0.85 0.78 0.707 0.921 0.549 -0.123 3.309 -0.978
8117185 1 121 2 968 24.3 1657513859 24.3 0.69 0.77 0.707 -0.279 -0.667 0.585 0.779 -0.771
7867523 1 47 3 722 27.6 15588139311 27.6 0.39 0.89 0.707 -0.888 0.455 0.253 2.939 0.932
4128505 1 186 4 965 38.8 356613896 38.8 0 0 0.707 0.255 -0.688 -0.542 0.778 0.737
4189684 1 101 3 810 32.9 352213937 32.9 0.65 0.92 0.707 -0.444 -0.479 0.794 0.851 -0.732
1459450 1 190 3 1032 28 1023139112 28 1.06 0.94 0.707 0.288 -0.66 -0.599 0.78 0.78
1522110 1 259 3 1082 28.2 11013936 28.2 0.78 0.91 0.707 0.855 0.365 -0.368 2.611 -0.849
1559582 1 207 3 889 32 1060139310 32 0.79 1.01 0.707 0.427 -0.502 -0.781 0.836 0.758
9719949 1 270 3 968 34.2 107513941 34.2 1.05 1.19 0.707 0.945 0.622 -0.015 3.615 -0.983
4103548 1 294 3 1117 21 3532138810 21 0.79 0.71 0.707 1.143 1.273 1.179 7.132 0.491
1453056 1 38 3 797 36 1056139011 36 1.05 0.94 0.707 -0.962 0.672 -0.061 3.833 0.969
1382672 1 105 3 917 35.4 1182138812 35.4 0.96 0.81 0.707 -0.411 -0.524 0.765 0.824 -0.779
1497493 1 54 3 755 29.6 67313919 29.6 1.92 0.78 0.707 -0.83 0.299 0.445 2.389 0.768
1478623 1 224 2 940 14 19554139112 14 0.27 0.28 0.707 0.567 -0.282 -0.835 1.052 0.392
3092134 1 127 3 973 25.8 15513871 25.8 0.68 0.68 0.707 -0.23 -0.707 0.496 0.779 -0.694
7818767 1 57 3 847 45.6 15503138711 45.6 1.3 1.36 0.707 -0.806 0.235 0.515 2.188 0.673
1514851 1 102 3 820 36 1565013924 36 1.23 1.43 0.707 -0.436 -0.491 0.788 0.843 -0.746
1594547 1 142 3 997 26.8 117513943 26.8 0.95 0.96 0.707 -0.107 -0.773 0.242 0.79 -0.37
1299078 1 185 3 934 38.1 123413868 38.1 1.49 1.2 0.707 0.247 -0.694 -0.527 0.779 0.724
6024392 1 247 3 1095 42.6 19813907 42.6 0.8 1.41 0.707 0.756 0.114 -0.632 1.841 -0.458
5021752 1 290 3 1002 32.7 154138912 32.7 0 0 0.707 1.11 1.156 0.936 6.397 -0.002
5642804 1 220 3 1101 37.4 730013935 37.4 1.48 1.13 0.707 0.534 -0.339 -0.836 0.98 0.506
7405803 1 236 2 1326 24.3 36413863 24.3 0.76 0.91 0.707 0.666 -0.09 -0.774 1.371 -0.029
6022514 1 19 3 812 46 19813886 46 2.65 1.55 0.707 -1.118 1.185 -0.995 6.574 -0.109
7860906 1 132 3 816 22.5 201139310 22.5 0.56 0.71 0.707 -0.189 -0.734 0.416 0.782 -0.605
1565145 1 123 3 987 21.5 133613944 21.5 0.68 0.72 0.707 -0.263 -0.681 0.556 0.779 -0.75
6933744 1 126 3 943 25 13913915 25 0.95 0.83 0.707 -0.238 -0.701 0.512 0.779 -0.71
1512382 1 202 3 1022 42.4 107413927 42.4 1.96 1.42 0.707 0.386 -0.555 -0.738 0.808 0.801
1523240 1 217 3 930 33.51 110113924 33.51 1.46 0.99 0.707 0.51 -0.38 -0.831 0.936 0.582
1548521 1 118 3 859 50.4 104613935 50.4 1.73 1.47 0.707 -0.304 -0.644 0.625 0.782 -0.795
4152400 1 16 3 743 41 352013902 41 1.05 1.29 0.707 -1.143 1.273 -1.179 7.132 -0.491
5023959 1 156 3 894 29 154139110 29 0 0 0.707 0.008 -0.79 -0.019 0.795 0.03
5005665 1 235 3 994 19 154138612 19 0 0 0.707 0.658 -0.107 -0.783 1.337 0.009
2053625 1 161 3 869 37.2 2713891 37.2 1 0 0.707 0.049 -0.787 -0.113 0.794 0.176
4110103 1 33 4 770 43.9 112138712 43.9 2.04 1.22 0.707 -1.003 0.799 -0.27 4.434 0.867
1370670 1 163 3 884 33.6 110813878 33.6 1.27 1.07 0.707 0.066 -0.784 -0.15 0.793 0.233
1325384 1 131 3 833 32 123813865 32 0.98 0.94 0.707 -0.197 -0.729 0.432 0.781 -0.625
7409166 1 66 3 1095 28.6 1301413856 28.6 0.96 0.92 0.707 -0.732 0.056 0.679 1.693 0.342
7842972 1 232 3 986 37.6 1550313929 37.6 1.23 1.56 0.707 0.633 -0.157 -0.805 1.245 0.121
4220644 1 52 3 815 37.8 3638139311 37.8 0 0 0.707 -0.847 0.343 0.395 2.535 0.824
1586402 1 170 3 708 34.8 131713938 34.8 0.75 1.15 0.707 0.123 -0.767 -0.278 0.788 0.422
1368172 1 304 3 1000 21 350713884 21 0.75 0.66 0.707 1.225 1.581 1.871 9.281 2.345
4203699 1 106 3 758 35 360013939 35 0.71 1.02 0.707 -0.403 -0.534 0.757 0.818 -0.787
1529083 1 20 3 768 20.03 110813926 20.03 0.48 0.6 0.707 -1.11 1.156 -0.936 6.397 0.002
4133393 1 30 3 761 39.6 353813898 39.6 1.08 1.15 0.707 -1.027 0.879 -0.407 4.833 0.753
4102394 1 273 3 1144 18.2 357213887 18.2 0 0 0.707 0.97 0.697 0.101 3.947 -0.957
1369863 1 160 3 902 24 110213886 24 0.65 0.84 0.707 0.041 -0.788 -0.094 0.795 0.147
3122436 1 53 3 763 34.4 201713894 34.4 1.23 0.94 0.707 -0.838 0.321 0.421 2.461 0.796
7421227 1 85 3 831 32.2 1304013919 32.2 0 0 0.707 -0.575 -0.267 0.833 1.072 -0.361
1372511 1 301 3 1084 39.8 105913903 39.8 1.28 1.14 0.707 1.2 1.487 1.651 8.587 1.686
2032553 1 24 3 779 23.2 613872 23.2 0.65 0.63 0.707 -1.077 1.043 -0.711 5.726 0.378
8314627 1 31 3 935 44 28113902 44 0.77 1.04 0.707 -1.019 0.852 -0.36 4.696 0.796
1573556 1 18 3 675 38.2 124913937 38.2 0.98 1.17 0.707 -1.126 1.214 -1.055 6.756 -0.229
1293797 1 232 3 983 27 110138610 27 1.04 1.05 0.707 0.633 -0.157 -0.805 1.245 0.121
1340257 1 35 3 775 41.6 109113871 41.6 1.29 1.21 0.707 -0.986 0.748 -0.183 4.184 0.92
5020671 1 88 3 818 24.5 15413881 24.5 0 0 0.707 -0.551 -0.311 0.837 1.014 -0.451
1274138 1 159 3 1374 21.8 118213861 21.8 1.05 0.59 0.707 0.033 -0.789 -0.075 0.795 0.118
4127872 1 49 4 860 28.8 3533138812 28.8 0 0 0.707 -0.871 0.41 0.312 2.77 0.895
1501037 1 148 3 939 44 133613925 44 1.3 1.25 0.707 -0.058 -0.785 0.131 0.794 -0.204
5005584 1 12 3 759 30 15413861 30 0 0 0.707 -1.175 1.394 -1.441 7.937 -1.118
3156355 1 51 3 760 40.4 205913926 40.4 1.01 1.28 0.707 -0.855 0.365 0.368 2.611 0.849
2045452 1 184 3 940 35.2 2613861 35.2 0.99 1.02 0.707 0.238 -0.701 -0.512 0.779 0.71
5021151 1 52 3 756 30 15413887 30 0 0 0.707 -0.847 0.343 0.395 2.535 0.824
4160954 1 299 3 1071 22.4 352213928 22.4 0.8 0.73 0.707 1.184 1.425 1.51 8.149 1.297
2065450 1 281 3 1275 42 26139211 42 1.05 1.31 0.707 1.036 0.905 0.455 4.973 -0.704
4094724 1 240 3 953 17 352213875 17 0.54 0.44 0.707 0.699 -0.019 -0.733 1.52 -0.185
1521923 1 187 3 928 29.2 110139211 29.2 1.24 0.95 0.707 0.263 -0.681 -0.556 0.779 0.75
2065413 1 74 3 775 41.8 2613916 41.8 1.5 1.33 0.707 -0.666 -0.09 0.774 1.371 0.029
1540969 1 112 3 1094 20.6 1166139211 20.6 0.99 0.56 0.707 -0.353 -0.593 0.697 0.794 -0.813
9361788 1 189 3 998 26.1 2713881 26.1 0.47 0 0.707 0.279 -0.667 -0.585 0.779 0.771
7842765 1 292 3 974 41 1550313918 41 1.17 1.35 0.707 1.126 1.214 1.055 6.756 0.229
1531751 1 82 3 823 34 104113928 34 0.97 1.01 0.707 -0.6 -0.221 0.825 1.139 -0.262
2042905 1 224 3 1027 22 2713877 22 0.57 0 0.707 0.567 -0.282 -0.835 1.052 0.392
4097948 1 136 3 901 35.4 3500138712 35.4 1.26 0.94 0.707 -0.156 -0.752 0.348 0.785 -0.519
6022248 1 165 3 989 30 8178138911 30 0.99 0.96 0.707 0.082 -0.78 -0.187 0.792 0.289
1428266 1 47 3 794 22.6 67313889 22.6 0.68 0.68 0.707 -0.888 0.455 0.253 2.939 0.932
4161508 1 144 3 993 37.8 357113916 37.8 0.59 1.18 0.707 -0.09 -0.778 0.205 0.791 -0.316
4143461 1 151 3 951 42 352213912 42 1.08 1.36 0.707 -0.033 -0.789 0.075 0.795 -0.118
7843391 1 52 3 745 31.4 15573139312 31.4 0.72 0.87 0.707 -0.847 0.343 0.395 2.535 0.824
1293556 1 65 3 771 45 110138511 45 1.55 1.21 0.707 -0.74 0.075 0.664 1.741 0.381
9367299 1 200 3 1145 22.5 27027139211 22.5 1.13 0 0.707 0.37 -0.574 -0.719 0.8 0.809
4182153 1 36 3 690 35.6 352213928 35.6 1.14 1.01 0.707 -0.978 0.722 -0.141 4.064 0.941
1546293 1 15 3 724 30 123413929 30 0.84 0.75 0.707 -1.151 1.303 -1.243 7.327 -0.635
4161152 1 159 3 1034 46.5 352213928 46.5 1.73 1.26 0.707 0.033 -0.789 -0.075 0.795 0.118
1419314 1 195 3 918 38 110813896 38 1.48 1.18 0.707 0.329 -0.62 -0.663 0.786 0.809
3153778 1 124 3 799 39.4 246413925 39.4 0.99 1.08 0.707 -0.255 -0.688 0.542 0.778 -0.737
4127989 1 42 3 788 33.6 353813891 33.6 1.15 0.96 0.707 -0.929 0.573 0.088 3.408 0.983
1428203 1 265 3 1010 20.4 67313893 20.4 0.67 0.58 0.707 0.904 0.502 -0.19 3.119 -0.96
1569578 1 298 3 1047 32.4 114413939 32.4 1.29 1.09 0.707 1.175 1.394 1.441 7.937 1.118
8218900 1 232 3 1024 31.5 1710513938 31.5 0.32 0.83 0.707 0.633 -0.157 -0.805 1.245 0.121
1552188 1 11 3 793 30 127913928 30 0.87 0.92 0.707 -1.184 1.425 -1.51 8.149 -1.297
6607722 1 18 3 2847 33.7 19313915 33.7 1.42 1.05 0.707 -1.126 1.214 -1.055 6.756 -0.229
4092046 1 163 3 1060 30 359713867 30 0 0 0.707 0.066 -0.784 -0.15 0.793 0.233
3108863 1 239 3 965 0 15513889 0 0 0 0.707 0.69 -0.037 -0.744 1.48 -0.146
4112734 1 109 3 999 36.8 3527138711 36.8 0.81 1 0.707 -0.378 -0.565 0.729 0.804 -0.806
7818793 1 166 3 933 37.4 1550313884 37.4 1.15 1.02 0.707 0.09 -0.778 -0.205 0.791 0.316
4226051 1 145 3 1057 42 358913935 42 1.71 1.19 0.707 -0.082 -0.78 0.187 0.792 -0.289
4113001 1 271 3 1044 30.4 352713887 30.4 0.6 0.91 0.707 0.953 0.647 0.022 3.723 -0.978
4214256 1 18 3 817 30.4 357013938 30.4 0 0 0.707 -1.126 1.214 -1.055 6.756 -0.229
4130333 1 297 4 1018 25.18 11213902 25.18 0.92 0.82 0.707 1.167 1.363 1.374 7.729 0.948
4150578 1 116 3 1033 38.6 358013912 38.6 0.95 1.12 0.707 -0.321 -0.628 0.651 0.785 -0.806
4109828 1 284 3 974 37.1 3561138810 37.1 1.39 1.09 0.707 1.06 0.987 0.606 5.414 -0.526
8417520 1 102 3 765 33 1850913935 33 0.94 0.82 0.707 -0.436 -0.491 0.788 0.843 -0.746
9708761 1 17 3 728 24 123413932 24 0.68 0.78 0.707 -1.134 1.244 -1.117 6.942 -0.356
4204679 1 128 3 832 48.6 3500139311 48.6 1.32 1.41 0.707 -0.222 -0.713 0.481 0.779 -0.678
4168771 1 116 3 1109 36.3 3527139211 36.3 1.25 0.84 0.707 -0.321 -0.628 0.651 0.785 -0.806
1303159 1 260 3 1001 37.6 13213879 37.6 1.52 1.28 0.707 0.863 0.387 -0.341 2.689 -0.873
1548113 1 191 3 911 41 105913936 41 1.28 1.34 0.707 0.296 -0.652 -0.612 0.781 0.788
5022246 1 154 3 903 31.5 15413902 31.5 0 0 0.707 -0.008 -0.79 0.019 0.795 -0.03
4144669 1 201 3 973 38.8 357913904 38.8 0 0 0.707 0.378 -0.565 -0.729 0.804 0.806
3119205 1 13 3 798 26.2 27213896 26.2 0.9 0.79 0.707 -1.167 1.363 -1.374 7.729 -0.948
4125284 1 114 3 824 22 360013897 22 0 0 0.707 -0.337 -0.611 0.675 0.788 -0.812
1298303 1 79 3 812 42 1037138611 42 1.39 1.37 0.707 -0.625 -0.174 0.811 1.217 -0.157
4110971 1 304 3 1054 36 352213897 36 1.43 1.07 0.707 1.225 1.581 1.871 9.281 2.345
4103769 1 45 3 713 19.8 185138711 19.8 0.9 0.64 0.707 -0.904 0.502 0.19 3.119 0.96
1440297 1 221 2 961 22 13213922 22 0.63 0.77 0.707 0.542 -0.325 -0.837 0.997 0.479
9407193 1 220 3 1976 38.2 28010138912 38.2 1.78 1.22 0.707 0.534 -0.339 -0.836 0.98 0.506
1436412 1 208 3 935 35.8 103213908 35.8 0.88 1.28 0.707 0.436 -0.491 -0.788 0.843 0.746
4183766 1 228 3 963 39 354813927 39 1.48 1.06 0.707 0.6 -0.221 -0.825 1.139 0.262
4206181 1 75 3 737 52 1413941 52 1.93 1.48 0.707 -0.658 -0.107 0.783 1.337 -0.009
3085904 1 270 3 1153 27.4 2469138512 27.4 0.72 0.8 0.707 0.945 0.622 -0.015 3.615 -0.983
4084142 1 169 3 1255 34 356713869 34 0 0 0.707 0.115 -0.77 -0.26 0.789 0.396
5010887 1 205 3 1046 31 154138512 31 0 0 0.707 0.411 -0.524 -0.765 0.824 0.779
8615547 1 243 3 721 25 39013929 25 0.63 0.81 0.707 0.723 0.037 -0.694 1.647 -0.303
1339169 1 132 3 970 29 122513884 29 0.58 0.87 0.707 -0.189 -0.734 0.416 0.782 -0.605
4179082 1 217 3 974 36.3 350713926 36.3 1.2 1.04 0.707 0.51 -0.38 -0.831 0.936 0.582
1510150 1 9 3 705 25.2 261113919 25.2 0.95 0.88 0.707 -1.2 1.487 -1.651 8.587 -1.686
2065139 1 116 3 856 36.6 2419139011 36.6 1.29 1.17 0.707 -0.321 -0.628 0.651 0.785 -0.806
3150367 1 276 3 1002 19.4 202413929 19.4 0.71 0.74 0.707 0.995 0.773 0.226 4.307 -0.896
3130701 1 243 3 1615 22 2324139211 22 0.79 0.7 0.707 0.723 0.037 -0.694 1.647 -0.303
4135159 1 9 3 742 31.3 352213902 31.3 0 0 0.707 -1.2 1.487 -1.651 8.587 -1.686
8273144 1 288 3 976 26.5 1735213906 26.5 0.79 0 0.707 1.093 1.099 0.822 6.053 -0.204
1596026 1 135 3 938 53.5 350013942 53.5 1.14 1.64 0.707 -0.164 -0.748 0.365 0.784 -0.541
5635326 1 11 3 710 26.6 706013922 26.6 0.95 0.83 0.707 -1.184 1.425 -1.51 8.149 -1.297
1484696 1 74 3 771 26.6 104613915 26.6 1.07 0.78 0.707 -0.666 -0.09 0.774 1.371 0.029
1427331 1 225 3 962 17 67313869 17 0.88 0.63 0.707 0.575 -0.267 -0.833 1.072 0.361
1426539 1 229 3 941 37 1159138912 37 1.54 1.5 0.707 0.608 -0.206 -0.821 1.164 0.228
1404084 1 247 3 1327 5.2 130313879 5.2 0 0 0.707 0.756 0.114 -0.632 1.841 -0.458
5638070 1 112 3 844 29.8 7191139110 29.8 1.19 1.16 0.707 -0.353 -0.593 0.697 0.794 -0.813
1429467 1 64 3 921 30 104113903 30 0.83 0.89 0.707 -0.748 0.094 0.648 1.79 0.42
4115721 1 21 3 864 27.6 359713891 27.6 1.15 0.84 0.707 -1.101 1.128 -0.878 6.223 0.107
1303122 1 65 3 757 42.2 132138612 42.2 1.56 1.47 0.707 -0.74 0.075 0.664 1.741 0.381
1394338 1 246 3 1079 30 313895 30 0 0 0.707 0.748 0.094 -0.648 1.79 -0.42
7838163 1 197 3 906 41 20113912 41 0 0 0.707 0.345 -0.602 -0.686 0.791 0.813
1495770 1 206 3 983 33.4 138413924 33.4 0.83 1.14 0.707 0.419 -0.513 -0.773 0.83 0.769
5020644 1 66 3 830 42 15413881 42 0 0 0.707 -0.732 0.056 0.679 1.693 0.342
1581880 1 281 3 973 32.8 110139312 32.8 1.4 1.12 0.707 1.036 0.905 0.455 4.973 -0.704
1358266 1 245 3 1094 35 727713897 35 0 0 0.707 0.74 0.075 -0.664 1.741 -0.381
4087835 1 9 3 892 18.8 356813871 18.8 0.42 0.51 0.707 -1.2 1.487 -1.651 8.587 -1.686
7825264 1 244 3 952 23.4 1551513896 23.4 0.56 0.68 0.707 0.732 0.056 -0.679 1.693 -0.342
4126475 1 151 3 964 33 3600139010 33 0 0 0.707 -0.033 -0.789 0.075 0.795 -0.118
4129190 1 78 3 928 38 350013899 38 1.53 1.09 0.707 -0.633 -0.157 0.805 1.245 -0.121
1503880 1 218 3 1133 25.6 112213926 25.6 0.47 0.95 0.707 0.518 -0.367 -0.833 0.95 0.558
1372519 1 13 3 795 29 105213887 29 1.05 0.88 0.707 -1.167 1.363 -1.374 7.729 -0.948
3141541 1 35 3 803 36.2 358913916 36.2 0.72 0.72 0.707 -0.986 0.748 -0.183 4.184 0.92
7866504 1 166 3 872 38 1551513944 38 0.87 1.21 0.707 0.09 -0.778 -0.205 0.791 0.316
1384103 1 125 3 837 29 104413889 29 0 0 0.707 -0.247 -0.694 0.527 0.779 -0.724
5021334 1 131 3 840 29.6 154138812 29.6 0 0 0.707 -0.197 -0.729 0.432 0.781 -0.625
4127622 1 185 3 965 26.4 17613892 26.4 1.01 0.91 0.707 0.247 -0.694 -0.527 0.779 0.724
4164550 1 22 4 772 44.84 112139112 44.84 1.44 1.55 0.707 -1.093 1.099 -0.822 6.053 0.204
7409667 1 295 3 1295 21.8 13014138810 21.8 0.51 0.94 0.707 1.151 1.303 1.243 7.327 0.635
4223591 1 132 3 1018 34 357913938 34 1.21 1.03 0.707 -0.189 -0.734 0.416 0.782 -0.605
7415290 1 164 3 865 33.8 1301513918 33.8 0.95 1.09 0.707 0.074 -0.782 -0.168 0.793 0.261
1491841 1 259 3 1002 29.6 128613927 29.6 0.85 0.95 0.707 0.855 0.365 -0.368 2.611 -0.849
3165643 1 277 3 1085 31.2 262113941 31.2 1.12 0.87 0.707 1.003 0.799 0.27 4.434 -0.867
8244704 1 61 3 799 35 246138710 35 1.54 0.99 0.707 -0.773 0.153 0.596 1.949 0.533
1546038 1 114 3 885 42 123413931 42 1.26 1.22 0.707 -0.337 -0.611 0.675 0.788 -0.812
3154931 1 233 3 1041 14 1661413934 14 0.52 0.42 0.707 0.641 -0.141 -0.798 1.274 0.084
7854118 1 99 3 822 27.2 1556313933 27.2 1.1 0.77 0.707 -0.46 -0.456 0.806 0.868 -0.702
1578982 1 261 3 985 24.2 1467139211 24.2 0.8 0.82 0.707 0.871 0.41 -0.312 2.77 -0.895
7847727 1 216 3 982 25.6 1555513906 25.6 0.65 0.83 0.707 0.501 -0.393 -0.828 0.923 0.605
4081623 1 131 4 1100 34.6 352413869 34.6 1.58 1.15 0.707 -0.197 -0.729 0.432 0.781 -0.625
1290027 1 269 3 1116 25.2 1041138511 25.2 1.1 0.8 0.707 0.937 0.598 -0.052 3.51 -0.984
4099867 1 260 3 1148 34.4 352513884 34.4 0.37 1.11 0.707 0.863 0.387 -0.341 2.689 -0.873
1285763 1 244 3 988 26.8 100913869 26.8 0.88 0.91 0.707 0.732 0.056 -0.679 1.693 -0.342
7416073 1 182 3 977 32.4 1303313902 32.4 1.35 0 0.707 0.222 -0.713 -0.481 0.779 0.678
5023491 1 67 3 835 33 15413912 33 0 0 0.707 -0.723 0.037 0.694 1.647 0.303
1491313 1 246 3 969 32.4 110813926 32.4 0.85 1.07 0.707 0.748 0.094 -0.648 1.79 -0.42
7831136 1 200 3 972 28.4 1561013917 28.4 1.11 0.95 0.707 0.37 -0.574 -0.719 0.8 0.809
3075017 1 159 3 969 21.8 251013859 21.8 0.92 0.7 0.707 0.033 -0.789 -0.075 0.795 0.118
